id_nodo,x,y
85,-99.14265441894531,19.463590621948242
87,-99.14205932617188,19.464080810546875
88,-99.14178466796875,19.4649715423584
90,-99.14212799072266,19.465742111206055
91,-99.14288330078125,19.46445655822754
93,-99.1340103149414,19.433982849121094
94,-99.13398742675781,19.433151245117188
96,-99.17691802978516,19.424488067626953
97,-99.17668151855469,19.423494338989258
99,-99.17767333984375,19.422988891601562
100,-99.17601776123047,19.42328453063965
102,-99.17706298828125,19.4248104095459
103,-99.17807006835938,19.42399787902832
105,-99.17792510986328,19.42378044128418
107,-99.17764282226562,19.42365837097168
109,-99.1785888671875,19.423646926879883
110,-99.17798614501953,19.42206382751465
112,-99.17850494384766,19.423816680908203
113,-99.17823028564453,19.424137115478516
115,-99.17797088623047,19.42090606689453
116,-99.17816925048828,19.4212646484375
118,-99.17739868164062,19.42129135131836
120,-99.17337799072266,19.428668975830078
121,-99.17403411865234,19.428844451904297
123,-99.17815399169922,19.420530319213867
124,-99.17935180664062,19.419185638427734
126,-99.17526245117188,19.420970916748047
128,-99.1364974975586,19.423450469970703
129,-99.13653564453125,19.423133850097656
131,-99.14228820800781,19.423961639404297
132,-99.14263153076172,19.424407958984375
134,-99.1421127319336,19.42138671875
135,-99.14205932617188,19.422245025634766
137,-99.14154815673828,19.422269821166992
138,-99.14164733886719,19.421329498291016
140,-99.14102935791016,19.421245574951172
141,-99.14093017578125,19.42228126525879
143,-99.14324951171875,19.420886993408203
144,-99.14193725585938,19.420759201049805
146,-99.13902282714844,19.419843673706055
147,-99.13919830322266,19.418441772460938
149,-99.13861846923828,19.4198055267334
150,-99.13880920410156,19.41840362548828
152,-99.13697814941406,19.419635772705078
153,-99.13706970214844,19.418956756591797
155,-99.14697265625,19.458742141723633
156,-99.14539337158203,19.460783004760742
158,-99.1441879272461,19.461320877075195
159,-99.1440200805664,19.46051025390625
161,-99.14519500732422,19.46135902404785
162,-99.14485931396484,19.461864471435547
164,-99.14618682861328,19.461149215698242
165,-99.14627838134766,19.460102081298828
167,-99.14476013183594,19.461971282958984
168,-99.14445495605469,19.461584091186523
170,-99.14454650878906,19.46159553527832
172,-99.15210723876953,19.433324813842773
173,-99.15187072753906,19.433521270751953
175,-99.15796661376953,19.434326171875
176,-99.15737915039062,19.433116912841797
178,-99.15359497070312,19.42613983154297
179,-99.15491485595703,19.426658630371094
181,-99.15586853027344,19.427043914794922
183,-99.15453338623047,19.427589416503906
184,-99.15319061279297,19.427093505859375
186,-99.15465545654297,19.42728614807129
187,-99.15332794189453,19.426753997802734
189,-99.15476989746094,19.42700958251953
190,-99.1534423828125,19.42650032043457
192,-99.15068054199219,19.428020477294922
193,-99.1499252319336,19.427881240844727
195,-99.15099334716797,19.42953872680664
196,-99.15035247802734,19.429670333862305
198,-99.14647674560547,19.425132751464844
199,-99.14645385742188,19.42530059814453
201,-99.14773559570312,19.429521560668945
202,-99.14762115478516,19.430068969726562
204,-99.14383697509766,19.432382583618164
205,-99.14379119873047,19.432743072509766
207,-99.14485931396484,19.431684494018555
208,-99.14441680908203,19.4316349029541
210,-99.13967895507812,19.427474975585938
211,-99.14018249511719,19.427528381347656
213,-99.1344223022461,19.42506980895996
214,-99.13540649414062,19.42514419555664
216,-99.14036560058594,19.426528930664062
217,-99.14045715332031,19.42557716369629
219,-99.14167022705078,19.425283432006836
220,-99.14237213134766,19.425399780273438
222,-99.13917541503906,19.425447463989258
223,-99.13875579833984,19.426376342773438
225,-99.13866424560547,19.425403594970703
226,-99.1386489868164,19.426366806030273
228,-99.1396484375,19.424901962280273
229,-99.13899230957031,19.424808502197266
231,-99.13446807861328,19.42472267150879
232,-99.13318634033203,19.4245548248291
234,-99.13365936279297,19.421178817749023
235,-99.13394927978516,19.4226016998291
237,-99.13402557373047,19.42057991027832
239,-99.13433074951172,19.423086166381836
240,-99.13428497314453,19.423734664916992
242,-99.13571166992188,19.42252540588379
243,-99.13369750976562,19.422225952148438
245,-99.14158630371094,19.429523468017578
246,-99.13993072509766,19.429533004760742
248,-99.12950134277344,19.441051483154297
249,-99.13111877441406,19.44110679626465
251,-99.12620544433594,19.432165145874023
252,-99.12561798095703,19.432100296020508
254,-99.12714385986328,19.439340591430664
255,-99.12677764892578,19.439306259155273
257,-99.12515258789062,19.43568992614746
258,-99.12527465820312,19.43483543395996
260,-99.12532043457031,19.431251525878906
261,-99.1253433227539,19.43087387084961
263,-99.1253890991211,19.43049430847168
265,-99.12559509277344,19.429903030395508
266,-99.12567138671875,19.429147720336914
268,-99.12590789794922,19.430936813354492
269,-99.1259536743164,19.429922103881836
271,-99.14057922363281,19.436128616333008
272,-99.14268493652344,19.436555862426758
274,-99.15557098388672,19.43643569946289
275,-99.15634155273438,19.436527252197266
277,-99.15326690673828,19.438901901245117
278,-99.15255737304688,19.440866470336914
280,-99.15665435791016,19.43415641784668
281,-99.15633392333984,19.43628692626953
283,-99.14930725097656,19.437171936035156
284,-99.14778900146484,19.436922073364258
286,-99.15201568603516,19.43583869934082
287,-99.15187072753906,19.436811447143555
289,-99.15052032470703,19.43561553955078
290,-99.15029907226562,19.43641471862793
292,-99.15535736083984,19.44080924987793
293,-99.15657043457031,19.4412784576416
295,-99.15125274658203,19.439010620117188
296,-99.1503677368164,19.43882942199707
298,-99.15020751953125,19.439687728881836
299,-99.14998626708984,19.439651489257812
301,-99.14920043945312,19.440061569213867
302,-99.14940643310547,19.439191818237305
304,-99.14170837402344,19.44236946105957
305,-99.14167022705078,19.44218635559082
307,-99.14129638671875,19.442514419555664
308,-99.1414566040039,19.442564010620117
310,-99.1402359008789,19.443017959594727
311,-99.13969421386719,19.44293785095215
313,-99.1481704711914,19.43777847290039
314,-99.1480484008789,19.438270568847656
316,-99.14860534667969,19.437864303588867
317,-99.14737701416016,19.43863296508789
319,-99.1473617553711,19.438777923583984
320,-99.14653015136719,19.438579559326172
322,-99.141845703125,19.44151496887207
323,-99.14049530029297,19.441343307495117
325,-99.1419677734375,19.439973831176758
326,-99.14219665527344,19.438953399658203
328,-99.14134216308594,19.43878936767578
329,-99.1415786743164,19.43798065185547
331,-99.14303588867188,19.439088821411133
332,-99.1431884765625,19.43836212158203
334,-99.14302062988281,19.438302993774414
335,-99.14320373535156,19.437511444091797
337,-99.13907623291016,19.43963623046875
338,-99.13925170898438,19.4384765625
340,-99.13748931884766,19.4390926361084
341,-99.13543701171875,19.438796997070312
343,-99.1337890625,19.439788818359375
344,-99.13391876220703,19.438325881958008
346,-99.13665008544922,19.440767288208008
347,-99.13666534423828,19.43955421447754
349,-99.13660430908203,19.441347122192383
351,-99.134765625,19.44075584411621
352,-99.13475799560547,19.439697265625
354,-99.13994598388672,19.435993194580078
355,-99.13980102539062,19.436817169189453
357,-99.1310806274414,19.43153953552246
358,-99.13121032714844,19.430612564086914
360,-99.13585662841797,19.42852783203125
361,-99.13595581054688,19.42778968811035
363,-99.13693237304688,19.446439743041992
364,-99.13880157470703,19.446657180786133
366,-99.1414794921875,19.44698143005371
367,-99.14208221435547,19.447038650512695
369,-99.14974212646484,19.44961166381836
370,-99.14939880371094,19.451311111450195
372,-99.14836120605469,19.45142364501953
373,-99.14742279052734,19.451520919799805
375,-99.144287109375,19.450481414794922
376,-99.14399719238281,19.451828002929688
378,-99.1391372680664,19.448862075805664
379,-99.1393051147461,19.447921752929688
381,-99.14128875732422,19.447959899902344
382,-99.14033508300781,19.4478702545166
384,-99.14168548583984,19.448144912719727
385,-99.14160919189453,19.44849395751953
387,-99.14302062988281,19.44747543334961
388,-99.14295196533203,19.447839736938477
390,-99.14250183105469,19.44986915588379
391,-99.14192962646484,19.449575424194336
393,-99.14341735839844,19.44845962524414
394,-99.14275360107422,19.448341369628906
396,-99.13887023925781,19.452478408813477
397,-99.13849639892578,19.4527587890625
399,-99.17063903808594,19.43674659729004
400,-99.16844940185547,19.435823440551758
402,-99.16841125488281,19.43589210510254
403,-99.17059326171875,19.436803817749023
405,-99.16692352294922,19.435657501220703
407,-99.1675796508789,19.435468673706055
409,-99.1571273803711,19.436634063720703
410,-99.15777587890625,19.436763763427734
412,-99.17131042480469,19.43345832824707
413,-99.17064666748047,19.434417724609375
415,-99.17253875732422,19.431400299072266
416,-99.17239379882812,19.432056427001953
418,-99.17090606689453,19.433185577392578
419,-99.17266082763672,19.433433532714844
421,-99.17163848876953,19.43501853942871
423,-99.16976928710938,19.435726165771484
424,-99.16915130615234,19.43599510192871
426,-99.16961669921875,19.434602737426758
428,-99.16868591308594,19.43583106994629
429,-99.16911315917969,19.434480667114258
431,-99.16851806640625,19.43429946899414
432,-99.16813659667969,19.435638427734375
434,-99.16805267333984,19.43415069580078
435,-99.16769409179688,19.43548011779785
437,-99.16011047363281,19.46024513244629
438,-99.1602783203125,19.45922088623047
440,-99.16795349121094,19.437421798706055
441,-99.16861724853516,19.43608283996582
443,-99.15792846679688,19.4400691986084
444,-99.15765380859375,19.4399471282959
446,-99.16502380371094,19.44585609436035
447,-99.1644287109375,19.44576072692871
449,-99.1626968383789,19.44426155090332
450,-99.16292572021484,19.444311141967773
452,-99.16275024414062,19.444032669067383
453,-99.16297912597656,19.44408416748047
455,-99.16281127929688,19.443784713745117
456,-99.16303253173828,19.4438419342041
458,-99.16285705566406,19.443565368652344
459,-99.16307067871094,19.443607330322266
461,-99.16291046142578,19.443326950073242
462,-99.16311645507812,19.44337272644043
464,-99.16471099853516,19.44411277770996
465,-99.16404724121094,19.444011688232422
467,-99.16532135009766,19.444541931152344
468,-99.1646499633789,19.44442367553711
470,-99.15664672851562,19.460796356201172
471,-99.15862274169922,19.46196746826172
473,-99.16268157958984,19.446998596191406
474,-99.16201782226562,19.446868896484375
476,-99.15791320800781,19.459880828857422
477,-99.157958984375,19.459609985351562
479,-99.15711212158203,19.44439697265625
480,-99.15608215332031,19.444204330444336
482,-99.15546417236328,19.44466209411621
483,-99.15544891357422,19.444334030151367
485,-99.15463256835938,19.445898056030273
486,-99.1535873413086,19.445711135864258
488,-99.15377807617188,19.44527816772461
489,-99.15472412109375,19.44541358947754
491,-99.1552505493164,19.4451904296875
492,-99.15477752685547,19.44511604309082
494,-99.16366577148438,19.449451446533203
495,-99.16422271728516,19.4495849609375
497,-99.16432189941406,19.449138641357422
498,-99.16376495361328,19.449018478393555
500,-99.16371154785156,19.44919776916504
501,-99.16227722167969,19.448955535888672
503,-99.1641616821289,19.450544357299805
504,-99.16348266601562,19.450458526611328
506,-99.16340637207031,19.450952529907227
507,-99.16190338134766,19.450790405273438
509,-99.16410064697266,19.452253341674805
510,-99.16326904296875,19.452163696289062
512,-99.1640625,19.4526424407959
513,-99.1632308959961,19.452566146850586
515,-99.1632080078125,19.45279312133789
516,-99.1627197265625,19.452735900878906
518,-99.16114807128906,19.451919555664062
519,-99.1612548828125,19.451318740844727
521,-99.15938568115234,19.45192527770996
522,-99.15830993652344,19.451740264892578
524,-99.15787506103516,19.454143524169922
525,-99.15675354003906,19.45396614074707
527,-99.15792083740234,19.45391082763672
528,-99.15739440917969,19.453824996948242
530,-99.16268157958984,19.453060150146484
531,-99.16317749023438,19.4531192779541
533,-99.15800476074219,19.453447341918945
534,-99.15908813476562,19.453617095947266
536,-99.15937042236328,19.455137252807617
537,-99.15975189208984,19.452957153320312
539,-99.16386413574219,19.45419692993164
540,-99.16311645507812,19.45409393310547
542,-99.16261291503906,19.45445442199707
543,-99.16272735595703,19.453453063964844
545,-99.16303253173828,19.45494842529297
546,-99.16214752197266,19.454803466796875
548,-99.16316986083984,19.45668601989746
549,-99.16265869140625,19.456661224365234
551,-99.15716552734375,19.457868576049805
552,-99.15615844726562,19.457698822021484
554,-99.15116882324219,19.455703735351562
555,-99.1497573852539,19.45744514465332
557,-99.15311431884766,19.45506477355957
558,-99.15350341796875,19.45511817932129
560,-99.15304565429688,19.454938888549805
561,-99.1522216796875,19.454710006713867
563,-99.16261291503906,19.45692253112793
564,-99.16227722167969,19.457307815551758
566,-99.15908813476562,19.459781646728516
568,-99.15269470214844,19.45879554748535
569,-99.1523208618164,19.459794998168945
571,-99.15226745605469,19.458585739135742
572,-99.1524429321289,19.457914352416992
574,-99.14965057373047,19.458255767822266
575,-99.14803314208984,19.457843780517578
577,-99.15113830566406,19.458566665649414
578,-99.15130615234375,19.458175659179688
580,-99.14956665039062,19.458730697631836
581,-99.14825439453125,19.45840835571289
583,-99.14654541015625,19.463680267333984
584,-99.1454086303711,19.462446212768555
586,-99.14531707763672,19.462459564208984
587,-99.14525604248047,19.464210510253906
589,-99.14459991455078,19.46293830871582
590,-99.14458465576172,19.464311599731445
592,-99.13883972167969,19.457477569580078
593,-99.13861083984375,19.457088470458984
595,-99.14799499511719,19.45760154724121
596,-99.14814758300781,19.456939697265625
598,-99.14710998535156,19.456905364990234
599,-99.14716339111328,19.45669937133789
601,-99.14665222167969,19.45681381225586
602,-99.1467056274414,19.45660400390625
604,-99.14429473876953,19.456249237060547
605,-99.14456939697266,19.45614242553711
607,-99.1435775756836,19.45608901977539
608,-99.14362335205078,19.455930709838867
610,-99.13751220703125,19.454721450805664
611,-99.13814544677734,19.455699920654297
613,-99.1410903930664,19.45553207397461
614,-99.14112854003906,19.455379486083984
616,-99.1324234008789,19.45333480834961
617,-99.13268280029297,19.453569412231445
619,-99.13591766357422,19.454172134399414
620,-99.13604736328125,19.454383850097656
622,-99.12500762939453,19.452009201049805
623,-99.12484741210938,19.451826095581055
625,-99.14593505859375,19.458341598510742
626,-99.14453125,19.458093643188477
628,-99.14226531982422,19.455461502075195
629,-99.14241790771484,19.454851150512695
631,-99.14041137695312,19.455059051513672
632,-99.14081573486328,19.454097747802734
634,-99.14088439941406,19.453706741333008
635,-99.14138793945312,19.45216941833496
637,-99.14300537109375,19.45180892944336
638,-99.14283752441406,19.452560424804688
640,-99.14511108398438,19.452417373657227
641,-99.1449203491211,19.453248977661133
643,-99.14845275878906,19.456314086914062
644,-99.14929962158203,19.45655632019043
646,-99.15031433105469,19.45574188232422
647,-99.14955139160156,19.45636749267578
649,-99.1455307006836,19.454408645629883
650,-99.14630126953125,19.45464324951172
652,-99.1456298828125,19.459367752075195
653,-99.14429473876953,19.459178924560547
655,-99.1450424194336,19.459733963012695
656,-99.14493560791016,19.460329055786133
658,-99.14461517333984,19.459680557250977
659,-99.14451599121094,19.46018409729004
662,-99.14363861083984,19.462785720825195
663,-99.1427001953125,19.463037490844727
665,-99.14279174804688,19.462923049926758
666,-99.14183044433594,19.462730407714844
668,-99.14210510253906,19.46164894104004
669,-99.1409683227539,19.46140480041504
671,-99.14244842529297,19.462308883666992
672,-99.14266204833984,19.461284637451172
674,-99.1431884765625,19.46139907836914
675,-99.14302825927734,19.462038040161133
677,-99.14328002929688,19.460771560668945
678,-99.1436538696289,19.460830688476562
680,-99.14372253417969,19.459562301635742
681,-99.1436767578125,19.46044158935547
683,-99.1434097290039,19.459518432617188
684,-99.143310546875,19.460384368896484
686,-99.14371490478516,19.45863151550293
687,-99.14360046386719,19.459545135498047
689,-99.13401794433594,19.463930130004883
690,-99.13360595703125,19.463808059692383
692,-99.13420867919922,19.462587356567383
693,-99.13391876220703,19.462488174438477
695,-99.1334457397461,19.46247673034668
696,-99.133544921875,19.462011337280273
698,-99.13301086425781,19.46021842956543
699,-99.13309478759766,19.459867477416992
701,-99.13178253173828,19.459823608398438
702,-99.1307144165039,19.459444046020508
704,-99.1288070678711,19.458763122558594
705,-99.12970733642578,19.459087371826172
707,-99.12745666503906,19.45297622680664
708,-99.12728881835938,19.453468322753906
710,-99.12821960449219,19.453655242919922
711,-99.12835693359375,19.452930450439453
713,-99.12301635742188,19.459758758544922
714,-99.12364959716797,19.45802116394043
716,-99.1269760131836,19.459569931030273
717,-99.12610626220703,19.459300994873047
719,-99.1267318725586,19.460281372070312
720,-99.12586975097656,19.459999084472656
722,-99.12541198730469,19.455753326416016
723,-99.1251220703125,19.456275939941406
725,-99.13084411621094,19.452585220336914
726,-99.12955474853516,19.45206642150879
728,-99.1308822631836,19.452484130859375
729,-99.12957000732422,19.45197868347168
731,-99.13763427734375,19.44533348083496
732,-99.1376724243164,19.444433212280273
734,-99.13304901123047,19.447818756103516
735,-99.13398742675781,19.448097229003906
737,-99.13300323486328,19.446931838989258
738,-99.13299560546875,19.447566986083984
740,-99.13065338134766,19.44554901123047
741,-99.1326904296875,19.445592880249023
743,-99.12848663330078,19.444869995117188
744,-99.12942504882812,19.445009231567383
746,-99.12620544433594,19.44428253173828
747,-99.12557220458984,19.444225311279297
749,-99.1335220336914,19.44934844970703
750,-99.13219451904297,19.44899559020996
752,-99.1279067993164,19.450645446777344
753,-99.12810516357422,19.4498233795166
755,-99.12786865234375,19.446069717407227
756,-99.12659454345703,19.445180892944336
758,-99.12667083740234,19.446393966674805
759,-99.12646484375,19.447275161743164
761,-99.12620544433594,19.446029663085938
762,-99.12599182128906,19.447162628173828
764,-99.13417053222656,19.42367935180664
765,-99.13356018066406,19.42283821105957
767,-99.13446807861328,19.423784255981445
769,-99.13324737548828,19.423660278320312
770,-99.1317138671875,19.423559188842773
772,-99.13082122802734,19.4260196685791
773,-99.1308364868164,19.42584228515625
775,-99.13072967529297,19.425567626953125
776,-99.12971496582031,19.425445556640625
778,-99.1316146850586,19.42442512512207
779,-99.13090515136719,19.424333572387695
781,-99.12566375732422,19.425315856933594
782,-99.12466430664062,19.425182342529297
784,-99.1217269897461,19.42880630493164
785,-99.12166595458984,19.429412841796875
787,-99.12328338623047,19.431476593017578
788,-99.12335968017578,19.431177139282227
790,-99.12252807617188,19.43138313293457
792,-99.12324523925781,19.43264389038086
793,-99.12326049804688,19.43204689025879
795,-99.12458801269531,19.428659439086914
796,-99.12515258789062,19.428693771362305
798,-99.124755859375,19.424516677856445
799,-99.1235580444336,19.424348831176758
801,-99.12174224853516,19.423669815063477
802,-99.12159729003906,19.424964904785156
804,-99.12129211425781,19.423595428466797
805,-99.12112426757812,19.42490577697754
807,-99.12032318115234,19.432796478271484
808,-99.1210708618164,19.432756423950195
810,-99.12361907958984,19.435352325439453
811,-99.12236022949219,19.435182571411133
813,-99.1251220703125,19.45111083984375
814,-99.12488555908203,19.451030731201172
816,-99.12419128417969,19.444421768188477
817,-99.12371826171875,19.444652557373047
819,-99.12413024902344,19.454538345336914
820,-99.12294006347656,19.45425033569336
822,-99.12329864501953,19.45459747314453
823,-99.1229248046875,19.456083297729492
825,-99.15867614746094,19.464649200439453
826,-99.15950775146484,19.46358299255371
828,-99.17457580566406,19.433584213256836
830,-99.17063903808594,19.434959411621094
831,-99.17105102539062,19.434534072875977
833,-99.17140197753906,19.437389373779297
835,-99.17158508300781,19.437341690063477
837,-99.17210388183594,19.436084747314453
839,-99.12734985351562,19.421878814697266
840,-99.12660217285156,19.421716690063477
842,-99.13433074951172,19.418054580688477
843,-99.13612365722656,19.41814613342285
845,-99.13436889648438,19.417844772338867
846,-99.13613891601562,19.418014526367188
848,-99.13312530517578,19.42067527770996
849,-99.13243103027344,19.420238494873047
851,-99.13238525390625,19.420446395874023
852,-99.13152313232422,19.42033576965332
854,-99.12980651855469,19.418880462646484
855,-99.12867736816406,19.418725967407227
857,-99.1298599243164,19.418437957763672
858,-99.12871551513672,19.418272018432617
860,-99.12991333007812,19.418048858642578
861,-99.12874603271484,19.41788673400879
863,-99.12864685058594,19.419097900390625
864,-99.12732696533203,19.419082641601562
866,-99.1338882446289,19.4179630279541
867,-99.1345443725586,19.417999267578125
869,-99.12584686279297,19.42099952697754
870,-99.12481689453125,19.419811248779297
872,-99.12039947509766,19.418901443481445
873,-99.12046813964844,19.417858123779297
875,-99.17019653320312,19.43341827392578
876,-99.1695327758789,19.433725357055664
878,-99.1667251586914,19.44428825378418
879,-99.16634368896484,19.445390701293945
881,-99.13067626953125,19.42023277282715
883,-99.14134979248047,19.447254180908203
884,-99.14128112792969,19.44753646850586
886,-99.14167022705078,19.457033157348633
887,-99.1417236328125,19.456809997558594
889,-99.1575698852539,19.44978904724121
890,-99.15699005126953,19.449691772460938
892,-99.15599060058594,19.45041847229004
893,-99.1563949584961,19.450090408325195
895,-99.15705871582031,19.450124740600586
896,-99.15694427490234,19.44979476928711
898,-99.15670013427734,19.45053482055664
899,-99.15681457519531,19.449817657470703
901,-99.15422821044922,19.465106964111328
902,-99.15451049804688,19.463640213012695
904,-99.15232849121094,19.465360641479492
905,-99.15283966064453,19.463369369506836
907,-99.14924621582031,19.46536636352539
908,-99.14824676513672,19.465206146240234
910,-99.15739440917969,19.450658798217773
911,-99.1571273803711,19.45023536682129
913,-99.156494140625,19.450023651123047
914,-99.15673828125,19.449777603149414
916,-99.15656280517578,19.449172973632812
917,-99.15631103515625,19.44861602783203
919,-99.15727233886719,19.449270248413086
920,-99.15776824951172,19.44882583618164
922,-99.15679931640625,19.44952964782715
923,-99.1566390991211,19.44927978515625
925,-99.15686798095703,19.44953155517578
926,-99.1570053100586,19.44872283935547
928,-99.15670013427734,19.44963836669922
929,-99.1561508178711,19.44951057434082
931,-99.1569595336914,19.449581146240234
932,-99.15716552734375,19.449363708496094
934,-99.1792221069336,19.454896926879883
935,-99.17884063720703,19.454566955566406
937,-99.1690902709961,19.44373321533203
938,-99.17069244384766,19.443845748901367
940,-99.17211151123047,19.442834854125977
941,-99.17098999023438,19.44267463684082
943,-99.17068481445312,19.444007873535156
944,-99.17005920410156,19.444812774658203
946,-99.17752075195312,19.443702697753906
947,-99.17642974853516,19.443540573120117
949,-99.17388916015625,19.445587158203125
950,-99.17281341552734,19.44542694091797
952,-99.17395782470703,19.445114135742188
953,-99.17288970947266,19.444942474365234
955,-99.1724853515625,19.443466186523438
956,-99.17266845703125,19.442211151123047
958,-99.17633819580078,19.432519912719727
959,-99.17543029785156,19.434017181396484
961,-99.17842864990234,19.43321990966797
962,-99.17715454101562,19.434925079345703
964,-99.17774200439453,19.435195922851562
965,-99.17886352539062,19.43360137939453
967,-99.17830657958984,19.435457229614258
968,-99.17933654785156,19.434030532836914
970,-99.1771469116211,19.436111450195312
971,-99.17766571044922,19.43536376953125
973,-99.17823791503906,19.43674087524414
974,-99.17878723144531,19.435914993286133
976,-99.17757415771484,19.4330997467041
977,-99.17655944824219,19.434640884399414
979,-99.17918395996094,19.443084716796875
980,-99.1790771484375,19.44413948059082
982,-99.16710662841797,19.44561767578125
983,-99.16650390625,19.44546890258789
985,-99.16584777832031,19.445310592651367
986,-99.1662368774414,19.443998336791992
988,-99.17085266113281,19.44623565673828
989,-99.17010498046875,19.446701049804688
991,-99.17658996582031,19.424978256225586
992,-99.17676544189453,19.42528533935547
994,-99.1665267944336,19.456281661987305
995,-99.16688537597656,19.45415687561035
997,-99.16629028320312,19.4541072845459
999,-99.17066955566406,19.45000457763672
1000,-99.17053985595703,19.450918197631836
1002,-99.16873931884766,19.452510833740234
1003,-99.16903686523438,19.45098114013672
1005,-99.16880798339844,19.45094108581543
1006,-99.16851043701172,19.452489852905273
1008,-99.16913604736328,19.449560165405273
1009,-99.1689224243164,19.450475692749023
1011,-99.16844940185547,19.450550079345703
1012,-99.16858673095703,19.449811935424805
1014,-99.1681137084961,19.450098037719727
1015,-99.16802215576172,19.450481414794922
1017,-99.17039489746094,19.45571517944336
1018,-99.1706771850586,19.454845428466797
1020,-99.17024230957031,19.45473289489746
1021,-99.1697769165039,19.45622444152832
1023,-99.1703872680664,19.449066162109375
1024,-99.17034912109375,19.448959350585938
1026,-99.169189453125,19.450895309448242
1027,-99.16922760009766,19.450702667236328
1029,-99.16880798339844,19.45053482055664
1030,-99.16871643066406,19.450828552246094
1032,-99.12290954589844,19.460115432739258
1033,-99.12223815917969,19.461631774902344
1035,-99.13091278076172,19.466854095458984
1036,-99.13133239746094,19.465852737426758
1038,-99.1421127319336,19.467041015625
1039,-99.14222717285156,19.46597671508789
1041,-99.1750259399414,19.454586029052734
1042,-99.17545318603516,19.45538330078125
1044,-99.173828125,19.455581665039062
1045,-99.17481231689453,19.455154418945312
1047,-99.1719741821289,19.456851959228516
1048,-99.17308044433594,19.457490921020508
1050,-99.16996765136719,19.456937789916992
1051,-99.17018127441406,19.456317901611328
1053,-99.17086029052734,19.455732345581055
1054,-99.17048645019531,19.457035064697266
1056,-99.17567443847656,19.451696395874023
1057,-99.17626190185547,19.452383041381836
1059,-99.1629638671875,19.455673217773438
1061,-99.1249771118164,19.4622802734375
1062,-99.12409973144531,19.46201515197754
1064,-99.12383270263672,19.46142578125
1065,-99.12417602539062,19.460548400878906
1067,-99.12263488769531,19.46189308166504
1068,-99.12332916259766,19.460256576538086
1070,-99.12664794921875,19.463951110839844
1071,-99.12570190429688,19.4635066986084
1073,-99.1781234741211,19.464893341064453
1074,-99.17755889892578,19.4648494720459
1076,-99.17194366455078,19.46095085144043
1077,-99.17215728759766,19.459686279296875
1079,-99.17176055908203,19.459606170654297
1080,-99.17157745361328,19.46088409423828
1082,-99.17679595947266,19.429386138916016
1083,-99.17706298828125,19.43088150024414
1085,-99.17760467529297,19.429664611816406
1086,-99.17768859863281,19.429595947265625
1088,-99.17672729492188,19.429269790649414
1090,-99.17781829833984,19.418701171875
1091,-99.17733001708984,19.419921875
1093,-99.1753158569336,19.42079734802246
1095,-99.12604522705078,19.441837310791016
1096,-99.1260757446289,19.441408157348633
1098,-99.16419219970703,19.428728103637695
1099,-99.16730499267578,19.427261352539062
1101,-99.16344451904297,19.428895950317383
1102,-99.1600341796875,19.430532455444336
1104,-99.167236328125,19.427141189575195
1105,-99.16411590576172,19.428598403930664
1107,-99.16815185546875,19.4268798828125
1108,-99.1713638305664,19.42535972595215
1110,-99.17866516113281,19.41781234741211
1111,-99.17871856689453,19.417720794677734
1113,-99.13197326660156,19.44741439819336
